city_name,country_code,latitude,longitude,date,cloud_cover_perc_avg,cloud_cover_perc_max,cloud_cover_perc_min,degree_days_cooling,degree_days_freezing,degree_days_growing,degree_days_heating,humidity_relative_avg,humidity_relative_max,humidity_relative_min,index_air_quality_24hr_max,index_uv_avg,index_uv_max,index_uv_min,minutes_of_ice_total,minutes_of_precipitation_total,minutes_of_sun_total,minutes_of_rain_total,minutes_of_snow_total,has_ice,ice_lwe_rate_avg,ice_lwe_rate_max,ice_lwe_rate_min,ice_lwe_total,ice_probability,has_precipitation,precipitation_lwe_rate_avg,precipitation_lwe_rate_max,precipitation_lwe_rate_min,precipitation_lwe_total,precipitation_probability,precipitation_type_desc_predominant,has_rain,rain_lwe_rate_avg,rain_lwe_rate_max,rain_lwe_rate_min,rain_lwe_total,rain_probability,snow_liquid_ratio_accuweather_avg,snow_liquid_ratio_accuweather_max,snow_liquid_ratio_accuweather_min,has_snow,snow_avg,snow_max,snow_min,snow_total,snow_lwe_rate_avg,snow_lwe_rate_max,snow_lwe_rate_min,snow_lwe_total,snow_probability,solar_irradiance_avg,solar_irradiance_max,solar_irradiance_total,temperature_avg,temperature_max,temperature_min,temperature_dew_point_avg,temperature_dew_point_max,temperature_dew_point_min,temperature_heat_index_avg,temperature_heat_index_max,temperature_heat_index_min,temperature_realfeel_avg,temperature_realfeel_max,temperature_realfeel_min,temperature_realfeel_shade_avg,temperature_realfeel_shade_max,temperature_realfeel_shade_min,temperature_wind_chill_avg,temperature_wind_chill_max,temperature_wind_chill_min,visibility_avg,visibility_max,visibility_min,wind_direction_avg,wind_gust_avg,wind_gust_max,wind_gust_min,wind_gust_direction_avg,wind_speed_avg,wind_speed_max,wind_speed_min
cairo,eg,30.08374,31.25536,2024-07-26,2,8,0,19.71,0,34.71,0,47.12,71.86,26.06,0,2.89,11.53,0,0,0,686,0,0,false,0,0,0,0,0,false,0,0,0,0,42,none,false,0,0,0,0,42,0,0,0,false,0,0,0,0,0,0,0,0,0,380.63,1073.6,9135.11,84.71,98.39,71.9,60.9,71.56,50.49,85.75,101.35,71.94,86.95,106.38,69.31,84.19,98.79,69.31,84.71,98.39,71.9,10,10,10,278.3,8.19,14.3,2.8,278.3,5.46,9.2,2.5
cairo,eg,30.08374,31.25536,2024-07-12,0,1,0,29.06,0,44.06,0,36.15,54.56,16.06,66,2.98,11.86,0,0,0,720,0,0,false,0,0,0,0,0,false,0,0,0,0,0,none,false,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,388.46,1081.84,9322.95,94.06,105.42,83.89,61.74,72.32,50.9,95.11,107.13,85.99,95.46,109.35,83.46,92.85,102.45,83.46,94.06,105.42,83.89,10,10,10,145.7,11.29,22,0,145.7,6.94,12.9,0
hanoi,vn,20.99896,105.70004,2024-07-13,94,100,74,20.78,0,35.78,0,81.86,91.1,67.29,30,1.59,6.63,0,0,90,59,90,0,false,0,0,0,0,0,false,0.11,0.05,0.02,0.11,80,rain,true,0.11,0.05,0.02,0.11,80,0,0,0,false,0,0,0,0,0,0,0,0,0,87.81,387.31,2107.46,85.78,92.09,81.19,79.55,80.6,78,99.61,110.29,89.91,96.7,104.74,91.22,95.54,101.44,91.22,85.78,92.09,81.19,6.04,7,5,114.7,12.11,17.3,8.2,114.7,7.45,10.7,5.1
hanoi,vn,20.99896,105.70004,2024-07-21,98,100,96,22.38,0,37.38,0,76.72,90.73,62.17,0,0.76,2.72,0,0,420,3,420,0,false,0,0,0,0,0,false,0.51,0.06,0.02,0.51,98,rain,true,0.51,0.06,0.02,0.51,98,0,0,0,false,0,0,0,0,0,0,0,0,0,26.08,91.92,625.97,87.38,94.4,82,79.12,80.22,77.14,101.71,113.16,91.7,97.84,106.43,90.44,97,105.11,90.44,87.38,94.4,82,4.27,6,2.5,135.8,11.53,14.1,9.6,135.8,4.88,6,3.8
hanoi,vn,20.99896,105.70004,2024-07-22,99,100,97,22.52,0,37.52,0,79.33,98.55,62.11,0,1.22,5.93,0,0,270,0,270,0,false,0,0,0,0,0,false,0.24,0.05,0.01,0.24,93,rain,true,0.24,0.05,0.01,0.24,93,0,0,0,false,0,0,0,0,0,0,0,0,0,19.01,54.63,456.18,87.52,95.4,80.3,80.12,82.2,76.8,103.28,116.26,89.36,99.57,108.18,90.28,98.48,107.23,90.28,87.52,95.4,80.3,4.71,6,4,134.8,8.01,12.2,4.2,134.8,3.19,5,1.7
hanoi,vn,20.99896,105.70004,2024-07-23,99,100,98,23,0,38,0,78.55,96.75,60.93,0,1.4,6.09,0,0,60,1,60,0,false,0,0,0,0,0,false,0.04,0.04,0,0.04,74,rain,true,0.04,0.04,0,0.04,74,0,0,0,false,0,0,0,0,0,0,0,0,0,31.31,89.5,751.5,88,95.4,81.2,80.23,81.85,78.26,104.08,115.3,92.04,100.17,107.79,93.34,99.04,106.74,93.34,88,95.4,81.2,6.08,10,4,162.3,10.79,14.2,6.7,162.3,4.6,6.8,2.6
hanoi,vn,20.99896,105.70004,2024-07-24,100,100,100,22.47,0,37.47,0,75.34,96.13,56.18,0,1.14,4.77,0,0,120,0,120,0,false,0,0,0,0,0,false,0.23,0.19,0,0.23,89,rain,true,0.23,0.19,0,0.23,89,0,0,0,false,0,0,0,0,0,0,0,0,0,18.79,54.62,451.02,87.47,94.3,81.2,78.4,80.2,74.47,100.59,109.49,91.82,98.85,105.52,93.7,97.59,104.12,93.7,87.47,94.3,81.2,5.63,7,4,177.8,9.1,12.7,3.2,177.8,3.65,5.4,1.2
hanoi,vn,20.99896,105.70004,2024-07-25,100,100,100,20.39,0,35.39,0,81.64,100,66.3,0,0.7,2.96,0,0,690,0,690,0,false,0,0,0,0,0,false,1.38,0.15,0,1.38,97,rain,true,1.38,0.15,0,1.38,97,0,0,0,false,0,0,0,0,0,0,0,0,0,18.77,54.62,450.6,85.39,90.2,80.2,78.97,81.46,77.12,98.05,106.23,88.43,96.51,102.27,90.76,95.8,101.5,90.76,85.39,90.2,80.2,6,10,4,102.3,3.99,10,1.5,102.3,2.51,4,0.6
hanoi,vn,20.99896,105.70004,2024-07-26,100,100,100,19.52,0,34.52,0,82.93,93.27,66.81,0,0.63,2.59,0,0,420,0,420,0,false,0,0,0,0,0,false,1.72,0.64,0.11,1.72,97,rain,true,1.72,0.64,0.11,1.72,97,0,0,0,false,0,0,0,0,0,0,0,0,0,18.76,54.61,450.16,84.52,90.41,81.2,78.72,80.01,77.71,96.34,104.96,90.61,94.37,100.72,89.85,93.65,98.89,89.85,84.52,90.41,81.2,6.88,10,1,152.7,8.86,13.4,5.3,152.7,6.07,8.2,4.1
hanoi,vn,20.99896,105.70004,2024-07-14,96,100,88,20.63,0,35.63,0,80.89,95.78,61.57,31,1.34,6.14,0,0,210,4,210,0,false,0,0,0,0,0,false,0.15,0.06,0,0.15,84,rain,true,0.15,0.06,0,0.15,84,0,0,0,false,0,0,0,0,0,0,0,0,0,32.29,109.21,775.05,85.63,92.68,81,78.91,79.9,77.8,98.27,107.65,91.07,96.49,103.06,91.3,95.46,100.98,91.3,85.63,92.68,81,5.79,7,5,94.5,12.65,16.2,10.5,94.5,5.63,6.5,4.9
hanoi,vn,20.99896,105.70004,2024-07-15,98,100,96,20.36,0,35.36,0,79.46,94.77,62.69,29,1.08,6.14,0,0,330,2,330,0,false,0,0,0,0,0,false,0.74,0.42,0.01,0.74,95,rain,true,0.74,0.42,0.01,0.74,95,0,0,0,false,0,0,0,0,0,0,0,0,0,28.79,89.51,690.85,85.36,92.32,79.51,78.13,79.29,77.3,96.75,107.47,84.87,95.35,104.3,87.72,94.43,101,87.72,85.36,92.32,79.51,4.42,6,2,124.5,12.68,17,9.3,124.5,5.41,6.8,3.8
hanoi,vn,20.99896,105.70004,2024-07-16,99,100,99,18.8,0,33.8,0,84.61,94.27,71.52,28,1.04,5.98,0,0,300,0,300,0,false,0,0,0,0,0,false,0.76,0.35,0.01,0.76,95,rain,true,0.76,0.35,0.01,0.76,95,0,0,0,false,0,0,0,0,0,0,0,0,0,21.52,66.74,516.56,83.8,89.76,79.77,78.64,79.6,77.2,94.97,106.24,85.59,94.29,101.92,86.67,93.43,99.36,86.67,83.8,89.76,79.77,4.54,6,2,177,12.49,15.2,9.9,177,5.31,6.1,4.8
hanoi,vn,20.99896,105.70004,2024-07-17,85,100,42,20.02,0,35.02,0,79.15,96.8,60.1,25,0.93,3.22,0,0,330,80,330,0,false,0,0,0,0,0,false,1.06,0.44,0.05,1.06,97,rain,true,1.06,0.44,0.05,1.06,97,0,0,0,false,0,0,0,0,0,0,0,0,0,113.71,536.5,2729.12,85.02,92.91,77.77,77.55,78.7,76.6,94.9,107.2,79.8,94.54,103.52,84.05,93.5,101.07,84.05,85.02,92.91,77.77,4.46,6,2,211.9,10.93,14,8,211.9,5.21,6,4.6
hanoi,vn,20.99896,105.70004,2024-07-18,92,100,74,23.77,0,38.77,0,73.75,92.85,53.93,23,0.99,5.18,0,0,240,20,240,0,false,0,0,0,0,0,false,0.34,0.14,0.01,0.34,96,rain,true,0.34,0.14,0.01,0.34,96,0,0,0,false,0,0,0,0,0,0,0,0,0,49.6,138.49,1190.34,88.77,99,79.39,78.91,81.47,76.93,103.14,119.37,84.3,100.15,111.72,87.02,99.2,110.59,87.02,88.77,99,79.39,5.16,7,3.56,136.3,6.61,8.9,1.7,136.3,2.85,4.5,0.7
hanoi,vn,20.99896,105.70004,2024-07-19,98,100,93,21.77,0,36.77,0,76.38,86.78,60.96,22,0.68,2.56,0,0,330,1,330,0,false,0,0,0,0,0,false,0.73,0.24,0.01,0.73,96,rain,true,0.73,0.24,0.01,0.73,96,0,0,0,false,0,0,0,0,0,0,0,0,0,19.24,54.64,461.73,86.77,94,82.2,78.4,79.86,76.37,99.69,111.03,91.33,97.16,105.19,91.64,96.36,103.71,90.81,86.77,94,82.2,3.87,5,3,152,10.52,16.7,2.7,152,4.42,6.8,1.1
hanoi,vn,20.99896,105.70004,2024-07-20,100,100,100,20.59,0,35.59,0,78.64,93.96,61.28,0,1.03,5.95,0,0,240,0,240,0,false,0,0,0,0,0,false,0.35,0.17,0.02,0.35,94,rain,true,0.35,0.17,0.02,0.35,94,0,0,0,false,0,0,0,0,0,0,0,0,0,18.86,54.64,452.55,85.59,92,80,78.04,81.11,75.73,97.16,108.76,86.24,95.99,102.88,90.53,95.07,100.91,90.53,85.59,92,80,3.96,5,3,105.6,10.95,15.1,8,105.6,4.61,6.2,3.2
hanoi,vn,20.99896,105.70004,2024-07-12,51,100,3,21.96,0,36.96,0,77.5,91.09,60.54,34,2.91,12.79,0,0,180,497,180,0,false,0,0,0,0,0,false,0.15,0.09,0,0.15,87,rain,true,0.15,0.09,0,0.15,87,0,0,0,false,0,0,0,0,0,0,0,0,0,353.63,1089.65,8487.15,86.96,94.8,81.41,78.93,80.2,77.5,100.56,112.96,89.47,98.08,107.48,91.04,96.44,104.16,91.04,86.96,94.8,81.41,12.32,14.91,5,120.8,10.65,15.4,7.5,120.8,6.32,9.5,4.4
stockholm,se,59.31434,18.06856,2024-07-20,66,100,9,2.06,0,17.06,0,67.3,85.81,46.4,0,1.18,2.72,0,0,0,214,0,0,false,0,0,0,0,0,false,0,0,0,0,34,none,false,0,0,0,0,34,0,0,0,false,0,0,0,0,0,0,0,0,0,172.45,482.1,4138.84,67.06,75.2,59.08,55.41,57.38,53.42,66.62,74.6,58.72,67.46,76.03,60.35,65.92,72.38,60.35,67.06,75.2,59.08,10,10,10,174.8,8.66,12.2,5.1,174.8,4.6,7.1,2.5
stockholm,se,59.31434,18.06856,2024-07-21,74,99,37,2.63,0,17.63,0,72.45,88.41,60.7,0,1.23,3.84,0,0,510,262,510,0,false,0,0,0,0,0,false,0.67,0.22,0.01,0.67,99,rain,true,0.67,0.22,0.01,0.67,99,0,0,0,false,0,0,0,0,0,0,0,0,0,234.69,597.14,5632.47,67.63,75.56,60.44,58.31,61.95,55.4,67.5,75.67,60.34,66.34,75.86,57.7,64.84,70.95,57.7,67.63,75.56,60.44,6.75,10,3,152.4,10.05,14.1,6.1,152.4,5.34,7.8,2.8
stockholm,se,59.31434,18.06856,2024-07-22,73,100,20,3.16,0,18.16,0,67.65,89.08,48.25,0,0.9,2.75,0,0,90,203,90,0,false,0,0,0,0,0,false,0.02,0.01,0,0.02,70,rain,true,0.02,0.01,0,0.02,70,0,0,0,false,0,0,0,0,0,0,0,0,0,201.22,583.8,4829.33,68.16,75.02,62.78,56.6,59.72,53.96,67.85,74.49,62.94,67.47,73.61,62.67,66.39,71.06,62.67,68.16,75.02,62.78,8.88,10,6,114.6,9.24,13.8,5.3,114.6,5.18,7.8,3
stockholm,se,59.31434,18.06856,2024-07-23,82,100,5,2.61,0,17.61,0,65.35,76.72,49.15,0,0.75,2.4,0,0,0,57,0,0,false,0,0,0,0,0,false,0,0,0,0,63,none,false,0,0,0,0,63,0,0,0,false,0,0,0,0,0,0,0,0,0,36.01,159.41,864.15,67.61,74.47,63.14,55.43,57.2,53.24,67.14,73.93,62.67,67.32,74.6,63.31,66.48,71.82,63.31,67.61,74.47,63.14,8.17,10,6,99.5,8.2,11.5,5.1,99.5,4.33,6.3,2.5
stockholm,se,59.31434,18.06856,2024-07-24,97,100,79,2.88,0,17.88,0,64.59,83.16,46.52,0,0.51,1.21,0,0,60,4,60,0,false,0,0,0,0,0,false,0.01,0.01,0.01,0.01,75,rain,true,0.01,0.01,0.01,0.01,75,0,0,0,false,0,0,0,0,0,0,0,0,0,24.37,65.62,584.93,67.88,75.56,61.24,55.12,57.02,51.44,67.41,75.03,60.97,67.11,74.63,61.89,66.76,72.87,61.89,67.88,75.56,61.24,8.21,10,6,182.5,7.75,11.3,4,182.5,4.42,6.9,2.3
stockholm,se,59.31434,18.06856,2024-07-25,71,100,34,3.24,0,18.24,0,63.96,85.09,45.57,0,1.24,3.97,0,0,0,248,0,0,false,0,0,0,0,0,false,0,0,0,0,52,none,false,0,0,0,0,52,0,0,0,false,0,0,0,0,0,0,0,0,0,238.36,742.88,5720.66,68.24,73.87,61.88,54.95,57.94,50.51,67.77,73.14,61.77,68.07,71.71,62.85,66.52,71.26,62.85,68.24,73.87,61.88,9.63,10,7,252.3,11.35,19.2,3,252.3,6.92,11.3,1.7
stockholm,se,59.31434,18.06856,2024-07-26,55,100,9,3.15,0,18.15,0,65.04,74,55.71,0,0.75,1.49,0,0,0,261,0,0,false,0,0,0,0,0,false,0,0,0,0,54,none,false,0,0,0,0,54,0,0,0,false,0,0,0,0,0,0,0,0,0,139.22,404,3341.3,68.15,73.87,61.69,55.89,57.81,50.92,67.72,73.58,60.94,67.44,73.18,60.25,66.18,71.06,60.25,68.15,73.87,61.69,10,10,10,222.2,8.6,16.3,2.6,222.2,5.63,9.6,2.4
stockholm,se,59.31434,18.06856,2024-07-18,21,55,0,0.98,0,15.98,0,66.89,85.64,51.79,21,1.98,5.41,0,0,0,774,0,0,false,0,0,0,0,0,false,0,0,0,0,8,none,false,0,0,0,0,8,0,0,0,false,0,0,0,0,0,0,0,0,0,366.73,856.04,8801.56,65.98,72.84,58.75,54.37,55.79,53.05,65.43,72.26,58.35,66.04,75.62,57.27,63.63,69.66,57.27,65.98,72.84,58.75,9.5,10,7,251.5,17.56,22.1,11.2,251.5,7,8.8,4.5
stockholm,se,59.31434,18.06856,2024-07-19,28,73,0,1.51,0,16.51,0,65.75,89.1,47.55,0,1.92,5.25,0,0,0,645,0,0,false,0,0,0,0,0,false,0,0,0,0,7,none,false,0,0,0,0,7,0,0,0,false,0,0,0,0,0,0,0,0,0,335.72,766.59,8057.38,66.51,73.5,59.04,54.23,56.17,52.34,65.95,72.78,58.83,67.24,76.88,59.06,64.72,70.54,59.06,66.51,73.5,59.04,10,10,10,231.9,11.93,15.4,6.4,231.9,5.62,7.8,3.3
stockholm,se,59.31434,18.06856,2024-07-13,84,100,38,0.97,0,15.97,0,71.52,85.31,57.55,25,1,2.69,0,0,150,117,150,0,false,0,0,0,0,0,false,0.15,0.1,0.01,0.15,88,rain,true,0.15,0.1,0.01,0.15,88,0,0,0,false,0,0,0,0,0,0,0,0,0,51.6,218.63,1238.37,65.97,72.28,61.44,56.4,57.53,55.5,65.63,71.91,61.29,64.45,72.08,55.33,63.3,68.9,55.33,65.97,72.28,61.44,7.83,10,4,92.8,14.36,19.7,5.9,92.8,7.42,10.3,2.3
stockholm,se,59.31434,18.06856,2024-07-14,76,100,1,0,0,14.92,0.08,76.36,98.79,55.29,22,0.56,1.54,0,0,150,108,150,0,false,0,0,0,0,0,false,0.14,0.06,0,0.14,88,rain,true,0.14,0.06,0,0.14,88,0,0,0,false,0,0,0,0,0,0,0,0,0,57.54,351.45,1380.94,64.92,73.25,59.65,56.92,59.33,54.38,64.7,72.87,59.96,62.31,71.14,57.91,62.05,69.76,57.91,64.92,73.25,59.65,5.58,10,4,170.2,16.21,19.7,11.3,170.2,8.44,11,4.5
stockholm,se,59.31434,18.06856,2024-07-15,38,97,0,0,0,14.24,0.76,71.56,88.28,54.7,26,1.64,5.54,0,0,60,582,60,0,false,0,0,0,0,0,false,0.04,0.02,0.02,0.04,85,rain,true,0.04,0.02,0.02,0.04,85,0,0,0,false,0,0,0,0,0,0,0,0,0,291.22,836.96,6989.35,64.24,70.16,58.74,54.65,55.54,53.22,63.73,69.45,58.46,64.23,73.42,57.89,62.19,66.92,57.89,64.24,70.16,58.74,8.17,10,5,188.5,15.7,22.7,10.2,188.5,6.34,9.1,4.1
stockholm,se,59.31434,18.06856,2024-07-16,77,100,7,1.35,0,16.35,0,66.37,88.52,45.39,25,0.82,2.05,0,0,0,165,0,0,false,0,0,0,0,0,false,0,0,0,0,47,none,false,0,0,0,0,47,0,0,0,false,0,0,0,0,0,0,0,0,0,39.54,249.86,949,66.35,74.87,58.48,54.17,56.63,51.54,65.8,74.19,58.19,65.65,75.55,57.92,64.62,72.45,57.92,66.35,74.87,58.48,7.04,10,4,202,12.04,15,8.9,202,5.79,8,4
stockholm,se,59.31434,18.06856,2024-07-17,80,100,35,1.25,0,16.25,0,73.4,94.69,51.02,23,1.26,5.45,0,0,210,221,210,0,false,0,0,0,0,0,false,0.21,0.09,0.01,0.21,91,rain,true,0.21,0.09,0.01,0.21,91,0,0,0,false,0,0,0,0,0,0,0,0,0,195.36,818.7,4688.63,66.25,73.58,60.21,57.12,59.36,54.5,66.03,73.04,60.38,65.39,76.46,56.96,64.03,70.43,56.96,66.25,73.58,60.21,5.75,10,3,197.4,16.03,24.3,10.1,197.4,6.47,9.8,4
stockholm,se,59.31434,18.06856,2024-07-12,52,97,13,4.46,0,19.46,0,72.02,95.36,52.21,31,1.77,5.66,0,0,150,456,150,0,false,0,0,0,0,0,false,0.06,0.04,0,0.06,86,rain,true,0.06,0.04,0,0.06,86,0,0,0,false,0,0,0,0,0,0,0,0,0,295.89,849.53,7101.37,69.46,76.64,63.56,59.41,64.76,55.1,69.49,76.63,63.82,70.48,81.08,61.39,67.93,74.21,61.39,69.46,76.64,63.56,9.95,14.91,7,242.1,9.6,12.4,5.4,242.1,4.78,6.4,3.2
singapore,sg,1.31056,103.84319,2024-07-21,98,100,92,19.04,0,34.04,0,77.69,92.81,60.35,0,0.72,3.59,0,0,300,6,300,0,false,0,0,0,0,0,false,0.36,0.1,0.01,0.36,92,rain,true,0.36,0.1,0.01,0.36,92,0,0,0,false,0,0,0,0,0,0,0,0,0,35.25,128.5,845.95,84.04,90,79.16,76.15,77.72,74.11,92.35,99.87,83.65,92.59,98.74,87.31,91.86,98.74,87.31,84.04,90,79.16,5.96,7.2,4,115.3,12.09,18,8.4,115.3,5.4,8.9,3.3
singapore,sg,1.31056,103.84319,2024-07-22,96,100,86,19.33,0,34.33,0,77.96,84.15,67.71,0,0.83,4.43,0,0,180,28,180,0,false,0,0,0,0,0,false,0.2,0.09,0,0.2,89,rain,true,0.2,0.09,0,0.2,89,0,0,0,false,0,0,0,0,0,0,0,0,0,68.79,278.56,1650.84,84.33,89,81.06,76.76,78.25,74.9,94,103.08,86.92,94.11,100.2,88.87,93.09,100.2,88.5,84.33,89,81.06,6.25,7,5,141.8,10.11,12,8.9,141.8,4.45,5.5,3.7
singapore,sg,1.31056,103.84319,2024-07-23,97,100,91,18.75,0,33.75,0,78.77,90.11,67.68,0,0.78,4.24,0,0,270,17,270,0,false,0,0,0,0,0,false,0.25,0.06,0,0.25,91,rain,true,0.25,0.06,0,0.25,91,0,0,0,false,0,0,0,0,0,0,0,0,0,53.87,209.04,1292.93,83.75,88,80.24,76.45,77.6,73.92,92.59,100.28,86.03,92.99,98.2,87.95,92.14,98.2,87.67,83.75,88,80.24,5.79,7,5,150.1,10.07,13.9,8,150.1,4.43,5.5,3.2
singapore,sg,1.31056,103.84319,2024-07-24,65,97,25,19.4,0,34.4,0,80.22,91.46,67.83,0,1.83,7.33,0,0,120,209,120,0,false,0,0,0,0,0,false,0.08,0.04,0,0.08,76,rain,true,0.08,0.04,0,0.08,76,0,0,0,false,0,0,0,0,0,0,0,0,0,222.17,675.29,5332.12,84.4,89,80.65,77.59,78.54,75.73,94.78,101.91,88.57,94.79,99.53,90.46,93.19,97.29,89.87,84.4,89,80.65,6.38,7,6,134.5,11,14.9,8.7,134.5,5.53,7.5,4.5
singapore,sg,1.31056,103.84319,2024-07-25,50,83,20,17.66,0,32.66,0,83.85,88.41,76.65,0,1.33,5.83,0,0,90,241,90,0,false,0,0,0,0,0,false,0.06,0.03,0.01,0.06,83,rain,true,0.06,0.03,0.01,0.06,83,0,0,0,false,0,0,0,0,0,0,0,0,0,243.2,835.19,5836.71,82.66,85.6,79.98,77.33,78.55,75.31,91.61,97,84.94,92.66,96.75,86.37,91.4,95.12,86.37,82.66,85.6,79.98,7.94,10,2.67,151.8,9.96,11.5,7.7,151.8,5.52,6.2,4.9
singapore,sg,1.31056,103.84319,2024-07-26,52,88,15,17.01,0,32.01,0,85.74,93.47,77.16,0,0.93,3.69,0,0,60,158,60,0,false,0,0,0,0,0,false,0.06,0.03,0.03,0.06,81,rain,true,0.06,0.03,0.03,0.06,81,0,0,0,false,0,0,0,0,0,0,0,0,0,189.75,621.04,4553.91,82.01,84.8,79.4,77.32,78.27,76.18,90.22,95.03,84.4,91.75,94.89,88.2,90.74,94.47,87.54,82.01,84.8,79.4,9.67,10,6,157.8,9.39,11.5,7.6,157.8,6.05,7.6,4.7
singapore,sg,1.31056,103.84319,2024-07-14,97,100,88,18.33,0,33.33,0,74.65,87.46,60.79,57,1.09,4.76,0,0,120,13,120,0,false,0,0,0,0,0,false,0.17,0.15,0.01,0.17,79,rain,true,0.17,0.15,0.01,0.17,79,0,0,0,false,0,0,0,0,0,0,0,0,0,45.13,207,1083.16,83.33,89,79.24,74.42,76.5,73.22,90.05,97.76,83.22,90.69,96.25,87.04,89.58,94.17,85.63,83.33,89,79.24,6.04,7,4,147.8,12.79,15.5,10.6,147.8,6.19,8.4,4.5
singapore,sg,1.31056,103.84319,2024-07-15,74,100,32,19.14,0,34.14,0,72.83,85.45,61.78,54,1.99,9.99,0,0,120,247,120,0,false,0,0,0,0,0,false,0.08,0.02,0.02,0.08,75,rain,true,0.08,0.02,0.02,0.08,75,0,0,0,false,0,0,0,0,0,0,0,0,0,230.36,889.42,5528.53,84.14,88.78,79.95,74.5,75.48,73.56,91.41,97.77,84.86,91.44,97.61,87.76,89.97,92.2,87.76,84.14,88.78,79.95,6.67,7,6,146.1,14.75,19,11,146.1,7.41,10.3,5
singapore,sg,1.31056,103.84319,2024-07-16,84,99,37,19.83,0,34.83,0,71.33,84.88,55.96,53,1.83,8.83,0,0,120,189,120,0,false,0,0,0,0,0,false,0.06,0.03,0.01,0.06,71,rain,true,0.06,0.03,0.01,0.06,71,0,0,0,false,0,0,0,0,0,0,0,0,0,199.66,883.53,4791.88,84.83,90.98,80.11,74.48,75.71,73.37,92.33,99.66,85.17,91.88,98.31,85.82,90.53,94.83,85.82,84.83,90.98,80.11,8.38,10,7,143.6,16.2,20.1,11.8,143.6,7.87,10.7,5.8
singapore,sg,1.31056,103.84319,2024-07-17,88,100,49,20.16,0,35.16,0,71.13,81.85,58.87,49,1.59,6.46,0,0,90,117,90,0,false,0,0,0,0,0,false,0.06,0.03,0.01,0.06,75,rain,true,0.06,0.03,0.01,0.06,75,0,0,0,false,0,0,0,0,0,0,0,0,0,167.22,639.76,4013.34,85.16,90.53,80.79,74.77,75.63,74.03,93.18,100.29,86.29,92.71,100.16,88.09,91.31,95.73,88.09,85.16,90.53,80.79,7.17,10,6,151.4,14.08,17.8,10.8,151.4,7.1,10,4.9
singapore,sg,1.31056,103.84319,2024-07-18,90,100,48,19.97,0,34.97,0,73.21,85.83,57.85,42,0.94,4.4,0,0,150,21,150,0,false,0,0,0,0,0,false,0.42,0.21,0.01,0.42,91,rain,true,0.42,0.21,0.01,0.42,91,0,0,0,false,0,0,0,0,0,0,0,0,0,36.98,133.83,887.49,84.97,90.48,80.59,75.41,78.31,73.64,93.5,101.04,86.63,92.48,97.01,88.99,91.58,94.81,88.99,84.97,90.48,80.59,6.04,7,3,151.5,15.49,22.1,10.8,151.5,7.26,10.9,4.5
singapore,sg,1.31056,103.84319,2024-07-19,81,100,16,19.75,0,34.75,0,73.89,90.34,60.59,39,1.03,4.86,0,0,60,0,60,0,false,0,0,0,0,0,false,0.04,0.02,0.02,0.04,73,rain,true,0.04,0.02,0.02,0.04,73,0,0,0,false,0,0,0,0,0,0,0,0,0,28.12,123.98,674.89,84.75,89.04,80.08,75.41,77.1,72.95,93.03,97.75,86.65,92.22,96.41,89.26,91.35,93.18,89.26,84.75,89.04,80.08,7,7,7,132.5,16.1,20.1,13,132.5,8.06,11.7,5.2
singapore,sg,1.31056,103.84319,2024-07-20,94,100,74,19.81,0,34.81,0,74.35,91.92,60.01,0,1.16,5,0,0,180,41,180,0,false,0,0,0,0,0,false,0.19,0.07,0.02,0.19,90,rain,true,0.19,0.07,0.02,0.19,90,0,0,0,false,0,0,0,0,0,0,0,0,0,86.04,334.97,2064.92,84.81,88.7,79.65,75.68,77.42,73.21,93.42,96.8,84.93,92.25,95.89,88.21,91.23,92.31,88.21,84.81,88.7,79.65,7.29,10,5,93.2,15.16,18.9,13.5,93.2,8.42,11.8,5.9
singapore,sg,1.31056,103.84319,2024-07-12,87,100,50,16.69,0,31.69,0,78.95,96.64,66.9,36,1.04,4.16,0,0,180,77,180,0,false,0,0,0,0,0,false,0.2,0.12,0.01,0.2,74,rain,true,0.2,0.12,0.01,0.2,74,0,0,0,false,0,0,0,0,0,0,0,0,0,75.07,469.85,1801.64,81.69,87,73,74.38,76.01,72,87.44,96.17,74.54,89.97,98.61,79.01,88.57,94.09,74.78,81.69,87,73,6.89,10,1.75,99.7,5.64,9.6,2.4,99.7,3.73,7,1.6
singapore,sg,1.31056,103.84319,2024-07-13,85,100,31,18.01,0,33.01,0,75.35,87.77,61.63,49,1.15,4.04,0,0,90,161,90,0,false,0,0,0,0,0,false,0.11,0.1,0.01,0.11,76,rain,true,0.11,0.1,0.01,0.11,76,0,0,0,false,0,0,0,0,0,0,0,0,0,134.09,467.21,3218.09,83.01,88.53,78.13,74.39,76.37,73.86,89.47,97.11,79.77,90.62,95.8,85.95,89.44,93.36,85.95,83.01,88.53,78.13,5.92,7,5,141.2,11.02,17,4,141.2,6.07,9.7,3
